249,Warum sollten bei der Ausführung die Ellenbogen am Körper fixiert bleiben?,Um die Körperspannung aufrecht zu erhalten.,0
250,Aus welchem Grund ist es sinnvoller die Stange hinter den Kopf und nicht zur Stirn zu führen?,Weil sonst der Muskel an Spannung verliert.,0
250,Aus welchem Grund ist es sinnvoller die Stange hinter den Kopf und nicht zur Stirn zu führen?,Um mit einer größeren Bewegungsamplitude trainieren zu können. ,1
251,Was unterscheidet diese Übung von der Ausführung mit einer Kurzhantel?,Kein Spannungsverlust in der exzentrischen Phase möglich,1
251,Was unterscheidet diese Übung von der Ausführung mit einer Kurzhantel?,Ein höherer körperlicher und koordinativer Aufwand,0
251,Was unterscheidet diese Übung von der Ausführung mit einer Kurzhantel?,Unterschiedliche Kraft- und Widerstandskurven,1
252,Warum sollten bei der Ausführung die Schultern nicht komplett abgelegt werden?,Um die Körperspannung besser zu halten. ,1
252,Warum sollten bei der Ausführung die Schultern nicht komplett abgelegt werden?,Um intensiver zu trainieren.,1
252,Warum sollten bei der Ausführung die Schultern nicht komplett abgelegt werden?,Um den Muskel schneller zu ermüden.,1
253,In welcher Bewegungsphase werden hier die unteren Bauchmuskeln dynamisch aktiviert?,Im ersten Drittel der konzentrischen Phase,0
253,In welcher Bewegungsphase werden hier die unteren Bauchmuskeln dynamisch aktiviert?,Im letzten Drittel der konzentrischen Phase,1
254,"Warum ist bei der Ausführung darauf zu achten, nicht in ein ""Hohlkreuz"" zu fallen?",Um eine erhöhte LWS-Belastung zu vermeiden.,1
254,"Warum ist bei der Ausführung darauf zu achten, nicht in ein ""Hohlkreuz"" zu fallen?",Um die Körperspannung nicht zu verlieren.,0
254,"Warum ist bei der Ausführung darauf zu achten, nicht in ein ""Hohlkreuz"" zu fallen?",Um eine erhöhte HWS-Belastung zu vermeiden.,0
254,"Warum ist bei der Ausführung darauf zu achten, nicht in ein ""Hohlkreuz"" zu fallen?",Um eine erhöhte BWS-Belastung zu vermeiden.,1
255,Durch welche Maßnahme könnte die Schulterbelastung hier reduziert werden?,Diese Übung am Kabelzug durchführen.,1
255,Durch welche Maßnahme könnte die Schulterbelastung hier reduziert werden?,Die Ellenbogen etwas mehr anwinkeln.,0
